title,duration,imdb_rating,directors,writers,cast,genres,release_date,languages,production_companies
#Star,NA,NA,['Manshendra Singh Kailey'],"['Manshendra Singh Kailey', 'Manshendra Singh Kailey']","['Garima Shevi', 'Suraj Kumar', 'Dimple Sharma', 'Krishan Rathee', 'Ayy Jay', 'Tarun Rishi']",[],2024 (India),['Hindi'],"['Anand Cassette Industries', 'Kalakaar Entertainment']"
Talaq Mubarak,PT2H53M,NA,"['Sasha Alahm', 'Sohaib Zaman']","['Sasha Alahm', 'Sohaib Zaman', 'Sasha Alahm', 'Sohaib Zaman']","['Subir Rana', 'Ana Ilmi', 'Kunal Mehta', 'Rajkumar Kanojia', 'Rashmi Shrivastava', 'Sameer Siddiqui', 'Priyanka Thakur', 'Kavita Jindal', 'Deepali Chopra', 'Anirudh Rathour', 'Mannat Sandhu', 'Nivedita Sinha', 'Vishwajeet Raj', 'Syed Abbas Haider Naqvi', 'Abhishek Kumar', 'Neha Rajput', 'Pankaj Mishra', 'Irfan Jami']",['Drama'],2024 (India),['Hindi'],['Oh Boy Films']
Leer,PT1H33M,NA,['Nalin Kulshreshtha'],"['Rohan Gadi', 'Sahil Kapoor', 'Nalin Kulshreshtha', 'Rohan Gadi', 'Sahil Kapoor', 'Nalin Kulshreshtha']","['Gina Fernandes', 'Surya Mohan Arya', 'Vinay Vivaan', 'Ayush Doshi', 'Sahil Kapoor', 'Janvi Bharat Naval', 'Kanchan Prasad', 'Deepak Yadav', 'Rajshree Manjule', 'Shani Sumitra', 'Vaidehi Gor']",['Drama'],NA,['Hindi'],['31 House Productions']
Crab in A Bucket,PT2H5M,NA,['Prakash Saini'],"['Prakash Saini', 'Animesh Vishal', 'Prakash Saini', 'Animesh Vishal']","['Snehalata Siddharth', 'Giirish Singh', 'Daiveek Ddeshraaj', 'Jayantika Sen Gupta', 'Vinod Kumar']",['Drama'],NA,['Hindi'],['Stripes Entertainment']
Ek Raat Baki,NA,NA,['Vikas Baikar'],"['Ashish Sawant', 'Ashish Sawant']",['Vikas Baikar'],['Thriller'],2024 (India),['Hindi'],[]
Charlie in Wonderland,PT1H22M,NA,['Subhankar Adhikary'],"['Subhankar Adhikary', 'Subhankar Adhikary']","['Moumita Debnath', 'Sajal Mondal', 'Suman Roy', 'Himadri Sekhar Dey', 'Jagannath Chatterjee', 'Debarati Pal', 'Shovan Pal', 'Jamini Sardar', 'Bishnu Shaw', 'Rishav Ghosh', 'Dibyojoti Karmakar', 'Samim Hossain']",['Drama'],NA,"['Hindi', 'Bengali', 'English']",['Subhankar Adhikary Production']
Wax,NA,NA,['Pradeep Singrole'],"['Ishaa Kailaash', 'Ishaa Kailaash']","['Maahi Khan', 'Siddharth Raj']",['Drama'],2024 (India),['Hindi'],['India E-Commerce Ltd']
Charlie Champion,NA,NA,[],"['Sumit Purohit', 'Sumit Purohit']",[],['Documentary'],NA,['Hindi'],"['TrainTripper Films', 'TrainTripper Films']"
Hamari Ramleela,PT1H59M,NA,['Rinku Sharma'],"['Pradyumna Bawari', 'Rinku Sharma', 'Pradyumna Bawari', 'Rinku Sharma']",['Arush Paterya'],"['Comedy', 'Documentary', 'Drama', 'Family', 'Music']",NA,['Hindi'],[]
Attempt One,NA,NA,['Bhasker Vishwanathan'],"['Digvijay Singh', 'Bhasker Vishwanathan', 'Digvijay Singh', 'Bhasker Vishwanathan']","['Chetan Sharma', 'Mahesh Sharma', 'Sanchay Goswami', 'Koyel Das']",['Drama'],NA,['Hindi'],"['Myrah Films India', 'Myrah Films India']"
Sanket,PT1H32M,NA,['Siraj Ansari'],"['Siraj Ansari', 'Siraj Ansari']","['Evelina David', 'Kunal Mavani', 'Narendra Jain', 'Aditi Bhaskar', 'Sarb Singh', 'Dipankar Bahalia']","['Drama', 'Mystery']",NA,['Hindi'],"['Evelight Production', 'Riz Vfx Production']"
The Great Sultana,NA,NA,['Sudhish Kumar Sharma'],"['Dhaniram Prajapati', 'Dhaniram Prajapati']",['Raju Kher'],['Drama'],2024 (India),['Hindi'],['Kds Abhua Production']
Risk Takers,PT1H,NA,['Siddhesh Pandey'],"['Simon Howard', 'Siddhesh Pandey', 'Rachel Reuben', 'Simon Howard', 'Siddhesh Pandey', 'Rachel Reuben']","['Janab Ali', 'Azaad Sheikh', 'Rajaram', 'Shobha', 'Asha', 'Akash Chande', 'Raj Lokhande', 'Jeevan Jadhav', 'Rajshri', 'Kalu Sharafat Hussain']",['Documentary'],NA,['Hindi'],[]
Asta Changa Pey,NA,NA,[],[],[],['Comedy'],NA,['Hindi'],[]
The Cleanup,PT46M,NA,['Sagar Manikhedkar'],"['Aditya Ahire', 'Aditya Ahire']","['Sagar Manikhedkar', 'Aditya Ahire', 'Altaf Ansari']",['Action'],NA,['Hindi'],[]
Dil Kya Kahe,PT2H,NA,['Aniruddha Sharma'],"['Aniruddha Sharma', 'Aniruddha Sharma']","['Ravindra Deodhar', 'Tarun Fulwar', 'Radhika Hangekar', 'Uttam Mohanty', 'Ashwini Oak', 'Aniruddha Sharma', 'Madhu Singh', 'Amrita Tanganiya', 'Geetanjali Vajpayee', 'Shantanu Verma', 'Madhura Wagh']",['Drama'],2024 (India),['Hindi'],[]
